,gender,race,age,education,church_goer,patriotism,health_insurance,discuss_politics,political_interest,ideology,pid3,pid7,voted,votechoice,obama_muslim,climate_change,cc_caused_by_man,same_sex_wedding,econ_health,birthright_citizenship,build_wall,affirmative_action,corrupt_government,bathroom_policy,gay_marriage,death_penalty,rel_important,rel_daily_guidance,rel_bible_word,rel_attend_church,happy_life
735,2,3,35,10,1,2,1,1,2,4,2,6,1,2,2,2,3,2,3,3,1,2,4,1,2,2,1,1,2,1,3
736,2,1,59,13,2,4,1,1,1,2,1,1,1,1,2,1,1,2,4,2,2,3,4,2,1,2,2,-1,3,-1,3
737,2,1,80,9,1,1,1,1,1,2,3,3,0,-2,1,1,3,1,2,3,2,2,4,2,1,1,1,2,2,-1,2
738,2,2,52,14,1,4,1,1,2,5,1,1,1,1,-8,1,2,2,3,2,2,1,4,2,1,2,1,2,2,-1,3
739,2,5,31,10,2,4,1,2,3,2,1,1,1,1,-8,1,1,2,4,3,3,1,3,2,1,2,2,-1,3,-1,3
740,1,6,43,11,1,2,1,2,2,6,2,6,1,2,1,2,1,1,4,3,1,3,2,1,3,1,1,3,1,-1,2
741,1,1,51,13,1,1,1,1,1,2,1,1,1,1,2,1,3,2,2,3,2,3,4,-8,1,1,2,-1,2,-1,2
742,2,5,37,3,2,4,2,1,3,99,5,4,-2,-2,-8,2,1,2,3,2,2,3,2,1,1,2,1,1,2,-1,2
743,1,4,31,8,2,4,1,1,3,99,3,4,-2,-2,2,1,3,1,3,3,2,2,3,1,1,1,2,-1,2,-1,2
744,2,2,43,10,1,1,1,1,3,6,1,2,0,-2,2,1,3,1,2,2,2,2,3,1,2,1,1,3,1,-1,2
745,1,1,54,9,2,1,1,1,1,99,3,4,1,2,1,2,2,2,3,1,1,2,2,1,3,1,1,1,1,-1,3
746,2,1,37,13,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,1,2,-1,2
747,2,1,68,15,1,-6,1,-6,-6,7,2,7,-2,-2,-6,2,2,1,4,1,1,3,1,1,3,1,1,3,1,2,2
748,1,5,67,13,1,2,1,1,1,4,3,3,1,1,2,1,1,2,3,2,2,1,4,1,2,2,1,3,2,1,2
749,1,1,50,14,1,1,1,1,3,4,2,6,1,2,2,1,1,1,2,3,1,3,3,1,1,1,1,2,2,1,2
750,1,1,64,13,1,1,1,1,3,4,3,3,0,-2,2,1,3,2,2,3,3,3,3,1,1,1,1,2,2,-1,3
751,1,2,37,14,2,4,1,1,2,2,1,2,1,1,2,1,3,2,3,3,2,1,4,1,1,1,1,1,3,-1,2
752,2,5,50,14,1,4,1,1,2,4,3,3,1,1,2,1,1,1,3,1,2,1,3,1,2,2,1,3,2,-1,2
753,1,1,74,13,2,4,1,1,1,1,3,3,1,1,2,1,1,2,3,2,2,1,4,2,1,2,1,3,3,-1,3
754,1,1,53,13,1,1,1,1,2,6,2,7,1,2,2,2,2,1,3,2,1,2,2,1,1,1,1,2,2,-1,2
755,1,1,66,13,2,1,1,1,2,99,2,7,1,2,1,1,3,2,4,2,1,2,2,2,3,1,2,-1,1,-1,1
756,1,5,47,9,2,1,1,2,2,4,3,5,1,2,-8,1,3,1,5,2,3,2,2,-8,1,1,2,-1,3,-1,5
757,1,6,37,13,2,2,1,1,2,4,3,4,0,-2,2,1,1,2,2,2,2,2,4,2,1,2,2,-1,3,-1,1
758,1,1,38,9,1,4,2,1,2,6,5,5,1,2,-8,2,3,1,5,1,1,2,2,1,2,1,1,1,2,-1,5
759,1,5,30,8,1,1,2,1,2,5,5,4,-2,-2,2,1,3,2,3,2,3,3,5,2,1,1,1,1,1,-1,3
760,1,1,68,4,1,-6,1,-6,-6,99,1,2,-2,-2,-6,1,3,2,3,3,3,3,4,-8,2,-8,1,1,2,-1,3
761,2,5,28,10,2,1,2,1,2,3,3,5,-2,-2,2,1,1,2,2,2,3,3,2,2,1,2,2,-1,2,-1,3
762,1,1,31,10,1,2,1,1,1,4,3,5,1,2,2,1,1,1,3,3,3,1,3,-8,1,1,2,-1,2,-1,3
763,1,1,71,9,1,2,1,2,4,99,2,6,-2,-2,-8,1,2,2,2,1,1,2,2,1,1,1,1,1,1,-1,2
764,2,1,30,11,1,1,1,1,2,4,1,2,0,-2,-8,1,3,2,4,3,1,2,4,2,1,1,1,3,1,-1,2
765,-9,1,57,9,2,2,1,1,2,3,3,3,1,4,-9,1,1,1,4,2,2,3,4,2,1,2,2,-1,3,-1,-8
766,1,2,30,11,1,1,1,1,2,3,3,3,1,1,-8,1,3,2,2,2,2,3,4,2,1,2,1,2,2,-1,2
767,2,1,46,13,1,2,1,1,2,6,2,7,1,2,2,1,3,1,4,3,1,2,4,2,2,2,1,3,2,-1,4
768,2,1,59,9,1,-6,1,-6,-6,99,2,7,-2,-2,-6,1,1,1,4,2,1,3,3,1,3,1,1,2,1,-1,1
769,2,1,68,14,1,1,1,1,2,6,2,7,1,2,1,2,3,1,4,1,1,3,4,1,2,1,1,3,2,-1,2
770,1,1,57,12,1,1,1,1,2,6,2,7,1,2,1,1,3,-8,5,2,1,2,3,2,1,1,1,1,2,-1,3
771,2,1,67,9,1,1,1,2,2,99,1,1,1,1,1,2,3,2,3,2,3,2,3,1,2,2,1,3,3,-1,1
772,2,5,18,9,1,1,1,2,2,4,1,1,-2,-2,2,1,3,2,2,2,2,1,4,2,1,2,1,2,2,-1,2
773,1,5,18,8,2,-6,2,-6,-6,4,3,3,-2,-2,-6,-8,3,2,2,3,2,1,4,2,1,1,1,3,1,-1,3
774,1,1,67,14,1,2,1,1,2,3,1,1,1,1,2,1,3,2,2,3,2,2,4,2,1,1,2,-1,2,-1,2
775,1,2,40,10,2,4,2,2,4,7,1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,2,1,-1,4
776,1,1,37,10,1,1,1,1,1,1,1,1,0,-2,-8,2,2,2,2,1,1,3,4,2,3,1,1,3,2,-1,3
777,1,1,77,16,1,2,1,1,2,3,1,2,1,1,2,1,1,-9,3,2,2,3,4,2,1,2,1,2,2,-1,1
778,2,1,56,13,2,1,1,1,2,99,-8,4,1,1,-8,-8,3,2,4,3,2,3,-8,2,1,-8,1,1,2,-1,1
779,2,1,-9,10,2,1,1,1,1,6,3,3,1,2,1,1,3,1,4,1,1,2,2,1,-8,1,-9,-1,3,-1,3
780,2,4,47,12,2,1,1,1,1,4,3,5,1,2,1,1,1,1,5,2,1,1,3,1,3,1,1,1,3,-1,4
781,2,1,75,9,2,1,1,1,2,2,1,1,1,1,2,1,1,2,4,3,2,1,3,1,2,1,2,-1,2,-1,2
782,1,1,71,14,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,1,4,2,1,2,2,-1,3,-1,2
783,2,5,67,13,1,1,1,1,1,4,3,3,1,1,2,1,1,2,2,2,2,3,3,2,1,1,1,3,2,-1,1
784,1,1,-9,14,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,-9,-9,-9,4,-9,-9,-9,1,1,3,-1,2
785,1,1,26,9,2,4,1,2,4,4,3,5,1,2,2,1,1,2,4,1,2,2,4,-8,1,2,2,-1,3,-1,2
786,2,1,25,13,1,2,1,1,4,4,2,6,1,3,2,1,1,2,3,2,2,3,3,2,1,1,2,-1,2,-1,2
787,1,1,61,9,1,-6,1,-6,-6,6,3,5,-2,-2,-6,2,2,1,4,1,1,2,2,1,3,1,1,2,1,-1,4
788,2,3,31,15,1,1,1,1,1,5,3,5,1,3,2,1,1,2,3,3,2,3,2,2,1,2,1,1,3,-1,2
789,2,1,27,10,2,4,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,-1,3,-1,1
790,2,2,38,10,1,2,1,1,2,6,3,4,1,1,2,1,3,2,2,3,3,1,3,1,1,1,1,2,1,-1,1
791,2,1,39,13,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,4,2,1,2,2,-1,3,-1,1
792,2,1,74,10,2,1,1,1,1,6,2,7,1,2,2,1,3,2,3,1,1,2,3,2,2,1,1,1,2,-1,2
793,2,1,63,10,1,1,1,2,2,4,1,1,1,1,2,1,1,2,2,1,2,2,4,2,1,1,1,1,2,-1,5
794,2,1,18,8,1,1,1,1,3,6,2,6,1,2,2,1,3,1,4,1,2,2,2,1,2,2,1,3,2,2,2
795,1,1,65,11,1,2,1,2,4,4,3,3,1,2,2,1,1,1,2,3,2,2,3,1,2,1,1,2,1,-1,3
796,1,6,85,14,2,1,1,1,1,5,3,5,1,-2,2,1,1,1,2,1,2,3,4,-8,1,1,1,3,2,-1,2
797,2,1,53,12,1,2,1,2,3,99,3,4,-2,-2,2,1,3,2,3,1,1,3,3,1,2,1,1,2,2,-1,2
798,1,5,66,10,1,1,1,1,2,5,2,7,1,2,1,2,3,1,5,2,2,2,2,1,1,2,1,2,2,-1,2
799,2,2,89,3,1,1,1,1,2,4,1,1,1,1,2,1,2,1,2,-8,2,1,2,-8,3,-8,1,3,1,1,1
800,2,1,55,14,1,1,1,1,2,5,2,7,1,2,1,1,3,1,3,2,2,2,3,1,3,-8,1,3,1,-1,3
801,2,2,47,14,2,2,1,1,2,2,3,3,1,1,2,1,1,2,4,2,2,3,3,2,1,2,1,3,2,-1,2
802,1,2,66,9,1,1,2,2,3,99,1,2,0,-2,1,1,3,2,3,2,3,3,3,2,2,2,1,3,1,-1,4
803,1,1,66,8,1,2,1,1,3,99,1,2,1,2,2,1,3,2,3,3,2,1,3,1,3,1,1,1,2,-1,3
804,2,5,51,10,1,4,1,2,3,99,3,4,1,2,-8,1,3,1,4,1,3,2,2,1,3,1,1,3,1,2,1
805,2,1,37,11,1,4,2,1,2,99,3,4,1,2,2,1,1,1,4,1,3,2,2,-8,2,2,1,2,1,-1,3
806,2,1,83,14,1,1,1,1,1,6,2,7,1,2,-8,1,3,1,3,1,-9,2,3,1,1,1,1,3,2,-1,1
807,1,1,23,9,1,4,1,1,2,5,3,5,1,3,2,2,3,2,4,1,3,2,2,1,1,1,2,-1,3,-1,2
808,2,1,22,11,1,1,1,1,1,99,2,7,1,2,1,1,1,1,4,2,3,2,2,1,3,1,1,3,1,1,2
809,2,1,42,12,1,1,1,1,2,6,2,7,1,2,2,1,3,1,3,3,3,3,3,1,2,1,1,3,2,-1,2
810,2,2,27,14,1,3,1,1,2,99,1,1,1,1,2,1,3,1,4,3,1,1,4,1,3,2,1,3,1,-1,2
811,2,1,79,10,1,1,1,1,1,4,1,1,1,1,2,1,3,1,3,2,3,2,4,2,1,1,1,3,5,1,3
812,2,1,30,14,2,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,3,4,2,1,2,2,-1,3,-1,3
813,1,5,55,9,1,1,1,1,1,5,1,2,-2,-2,2,1,3,2,3,2,2,2,4,2,1,1,1,3,1,-1,2
814,2,2,22,9,1,4,2,1,2,7,1,1,1,1,2,1,1,2,4,2,3,2,3,1,1,2,1,3,1,-1,1
815,2,2,66,95,2,1,1,1,1,7,1,1,1,1,2,1,2,1,2,2,3,3,4,2,3,1,1,3,1,-1,3
816,1,1,46,9,2,2,1,1,2,5,3,5,1,2,2,1,3,2,3,1,1,2,3,2,1,1,2,-1,3,-1,3
817,1,5,36,9,2,3,2,1,4,99,3,5,0,-2,1,1,3,2,3,3,2,2,3,2,1,1,2,-1,2,-1,2
818,1,1,29,10,2,1,1,1,1,2,3,3,1,-2,2,1,1,1,3,3,3,3,2,1,1,1,2,-1,2,-1,3
819,1,1,35,14,1,1,1,2,2,5,2,7,1,2,2,1,1,2,2,1,2,2,4,1,1,1,1,1,2,-1,1
820,2,6,23,10,2,4,1,1,3,2,1,2,1,1,1,1,3,2,5,2,2,1,4,2,1,1,2,-1,2,-1,2
821,2,1,26,9,1,2,2,1,3,5,2,7,1,2,1,1,1,1,3,2,1,2,3,2,3,1,1,2,2,-1,3
822,2,1,51,14,2,1,1,1,2,4,3,3,1,1,2,1,1,1,2,2,2,1,3,2,1,1,1,2,1,-1,1
823,1,1,75,9,2,2,1,1,2,6,2,6,1,2,1,1,2,1,2,2,1,2,4,1,1,1,2,-1,3,-1,2
824,2,1,56,13,1,1,1,2,3,4,2,7,1,2,-8,1,3,2,4,2,3,2,3,1,2,1,1,2,2,-1,2
825,2,1,67,10,1,1,1,2,2,3,1,1,1,1,2,1,3,2,2,2,2,2,4,2,1,1,1,1,2,-1,1
826,2,5,37,6,1,4,2,1,3,99,3,-8,-2,-2,2,1,3,1,3,3,3,1,3,2,1,1,2,-1,1,1,2
827,1,1,49,9,1,2,1,1,2,99,2,6,1,2,1,2,3,2,3,2,1,1,2,1,1,1,2,-1,3,-1,3
828,2,1,61,9,2,2,1,1,2,7,2,7,1,2,1,2,2,1,5,2,1,2,2,1,3,1,1,2,1,-1,3
829,-9,1,75,12,2,4,1,1,2,2,1,1,1,1,2,1,3,2,3,2,2,3,3,2,1,1,2,-1,3,-1,2
830,2,1,82,14,1,4,1,1,2,2,-9,-9,1,-9,2,1,3,1,3,2,2,3,3,2,1,-8,-8,-1,3,-1,3
831,1,1,25,10,1,1,1,1,4,4,2,7,1,2,1,1,3,1,5,2,2,3,2,1,2,1,1,3,1,-1,3
832,2,1,40,5,2,-6,1,-6,-6,7,1,1,-2,-2,-6,1,3,-8,3,1,3,2,3,2,1,2,1,1,1,-1,4
833,2,1,45,14,1,3,1,1,2,2,1,1,1,1,2,1,3,2,2,2,3,3,4,2,1,1,1,2,2,1,2
834,1,1,74,12,1,1,1,1,2,4,2,6,1,1,-8,1,3,1,3,1,2,2,4,2,1,1,1,2,2,2,4
835,2,1,38,10,2,-6,1,-6,-6,3,3,4,-2,-2,-6,1,3,2,3,2,2,1,2,2,1,2,1,3,3,-1,1
836,2,1,61,10,1,1,1,1,1,7,2,7,1,2,-8,1,3,1,3,3,1,2,3,1,2,2,1,3,1,1,2
837,1,1,31,13,2,4,1,1,2,6,2,6,1,3,2,1,1,1,4,2,2,3,2,2,1,2,1,3,2,-1,2
838,1,1,37,8,1,-6,1,-6,-6,99,3,3,-2,-2,-6,1,3,1,4,3,1,2,3,1,2,1,1,1,3,-1,2
839,2,1,62,9,1,2,1,1,2,4,2,6,1,2,2,2,2,2,3,2,1,2,4,1,2,2,1,2,1,-1,2
840,2,1,82,8,1,1,1,1,2,6,2,6,1,2,2,1,3,1,3,3,1,2,4,1,2,1,1,3,1,-1,2
841,1,1,20,10,1,2,1,1,2,3,1,1,0,-2,2,1,1,2,2,2,2,1,4,2,1,2,2,-1,2,-1,1
842,2,1,61,14,1,1,1,2,2,4,5,4,1,2,-8,1,3,1,4,3,1,2,2,-8,2,1,1,3,2,-1,2
843,1,1,56,11,2,-6,1,-6,-6,99,2,6,-2,-2,-6,1,3,2,4,3,2,3,3,1,-8,1,1,1,1,-1,4
844,1,3,47,14,2,2,1,2,3,5,1,2,1,1,2,1,3,1,3,1,2,3,4,2,1,2,1,2,3,-1,3
845,1,1,54,6,2,1,1,1,2,99,3,3,0,-2,1,1,3,-8,5,2,2,2,2,1,1,1,1,1,3,-1,3
846,2,1,70,12,2,1,1,1,2,6,3,4,1,2,2,1,1,2,3,2,2,3,3,2,1,1,2,-1,3,-1,1
847,2,1,28,11,2,1,2,2,3,99,3,3,0,-2,2,1,3,2,4,2,1,2,3,2,1,1,2,-1,2,-1,1
848,2,5,49,9,1,2,1,1,2,99,1,1,1,1,-8,1,3,1,3,2,3,1,-8,1,3,1,1,2,1,2,2
849,2,1,45,9,2,2,1,2,3,5,3,5,1,2,2,2,2,1,4,2,3,-8,3,2,2,2,1,3,1,-1,3
850,1,1,60,10,1,1,1,1,2,99,1,1,1,1,2,1,1,1,2,3,2,1,4,-9,1,1,1,3,1,2,1
851,1,1,74,13,1,1,1,1,2,5,3,5,1,2,1,1,3,1,2,1,3,2,2,2,2,1,1,3,2,1,3
852,1,1,33,15,1,2,1,1,1,4,3,3,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,2,2,-1,2
853,1,1,52,9,1,1,1,1,2,99,3,4,1,3,1,1,1,2,3,3,3,3,2,2,1,2,1,3,1,-1,4
854,1,1,31,9,2,1,2,1,2,99,3,3,-2,-2,2,1,2,-8,2,-8,1,3,3,2,-8,-8,1,3,1,-1,1
855,2,1,70,5,1,1,1,1,4,3,3,4,-2,-2,1,2,3,1,3,2,1,1,1,2,2,2,1,3,2,1,2
856,2,1,26,11,1,-6,1,-6,-6,99,5,5,-2,-2,-6,2,3,1,3,3,1,2,2,2,2,1,1,2,1,-1,1
857,1,1,57,10,2,1,1,1,2,6,0,5,1,2,-8,1,1,1,3,1,1,3,3,1,1,1,1,1,2,-1,3
858,2,5,60,13,1,1,1,1,1,5,2,6,1,2,1,2,2,1,5,3,1,2,2,1,2,1,1,3,2,1,2
859,1,1,25,9,1,1,1,1,1,5,3,5,0,-2,1,1,3,1,1,2,1,2,4,1,3,1,1,2,1,1,1
860,1,1,74,9,1,1,1,1,2,7,2,7,1,2,1,1,3,1,5,2,2,2,2,1,3,1,1,3,1,-1,1
861,2,1,42,10,2,2,2,2,2,4,3,5,-2,-2,-8,1,3,1,3,3,3,2,2,-8,1,1,1,3,2,-1,1
862,1,1,46,13,1,1,1,1,3,4,2,6,1,2,2,2,3,1,4,2,2,1,3,2,1,1,2,-1,2,-1,2
863,2,2,50,14,1,1,1,1,1,4,1,1,1,1,1,1,3,-9,2,1,2,1,4,1,3,2,1,3,1,-1,1
864,1,1,59,10,1,1,1,1,2,6,3,5,1,2,1,2,2,-8,4,1,1,2,2,1,2,1,1,3,1,-1,1
865,1,1,56,10,1,2,1,1,3,7,5,5,0,-2,2,-8,2,1,3,1,1,2,2,1,2,1,1,2,2,-1,3
866,1,1,61,8,1,1,1,2,3,99,0,4,1,2,1,1,3,-8,4,1,2,2,2,-8,-8,1,2,-1,3,-1,2
867,2,5,34,10,1,4,1,1,2,3,1,2,1,1,1,1,1,2,3,2,2,2,2,2,1,2,1,3,1,-1,3
868,1,5,55,9,2,1,1,1,2,4,3,4,-2,-2,1,1,3,1,2,3,1,-8,4,2,3,-8,1,2,2,-1,2
869,1,5,37,9,2,2,2,1,3,99,3,3,1,1,2,1,3,2,4,2,2,3,2,2,1,1,2,-1,2,-1,3
870,2,1,20,9,1,2,1,1,2,99,2,6,1,2,2,2,2,1,3,2,2,3,2,1,3,1,1,3,2,2,2
871,1,2,62,10,1,4,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,3,2,2,2,1,3,2,2,1
872,1,1,26,13,2,2,1,1,1,5,3,5,1,2,2,1,3,1,2,1,2,2,2,1,1,1,2,-1,3,-1,5
873,2,1,45,12,2,4,1,2,2,3,1,2,0,-2,1,1,3,2,3,1,2,2,3,2,1,1,2,-1,3,-1,3
874,1,1,50,9,1,1,1,1,2,6,2,7,1,2,1,2,3,2,3,3,1,1,2,1,3,1,1,3,1,-1,1
875,2,1,21,9,2,1,1,2,2,99,3,3,-2,-2,2,2,3,2,3,2,3,3,4,2,1,1,1,1,2,-1,2
876,1,5,52,9,1,1,1,2,4,5,2,6,1,-9,1,1,3,2,2,1,2,1,4,1,2,1,1,3,1,-1,1
877,2,1,72,9,1,-6,1,-6,-6,5,2,7,-2,-2,-6,1,3,1,3,1,-8,-8,4,-8,-9,-8,1,3,1,-1,3
878,1,6,35,13,2,-6,1,-6,-6,2,3,3,-2,-2,-6,1,3,2,3,3,2,3,-8,2,1,1,2,-1,3,-1,2
879,1,6,56,15,2,4,1,1,2,1,0,3,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,-1,3,-1,1
880,1,1,63,9,1,1,1,1,2,4,1,1,1,1,2,1,3,2,3,2,2,3,4,2,1,1,2,-1,2,-1,1
881,2,1,85,10,2,2,1,1,2,1,1,1,0,-2,2,1,1,2,2,2,2,1,-8,2,1,-9,2,-1,3,-1,2
882,2,5,33,11,1,4,1,1,2,2,1,2,0,-2,2,1,1,2,1,2,2,1,4,2,1,1,2,-1,2,-1,3
883,1,5,26,10,1,2,1,1,2,6,2,7,1,2,2,1,3,1,4,1,1,3,2,1,3,1,1,2,1,1,1
884,2,1,80,9,2,1,1,1,3,99,1,2,-2,-2,2,-8,3,-8,3,3,3,3,3,-8,2,-8,1,2,1,-1,3
885,1,1,56,9,2,1,1,1,1,4,2,6,0,-2,1,1,2,1,5,1,1,2,1,1,1,1,2,-1,3,-1,-8
886,1,1,68,15,2,1,1,1,2,6,2,7,1,2,2,2,2,1,3,1,3,2,4,1,2,1,2,-1,2,-1,2
887,2,1,46,13,1,3,1,1,3,6,2,7,1,2,2,2,2,1,3,3,2,2,2,1,3,1,1,3,1,2,1
888,2,5,42,9,2,1,1,1,1,3,3,4,1,1,2,1,1,2,4,2,2,3,3,2,1,1,2,-1,1,-1,2
889,1,1,51,11,2,4,1,1,1,2,1,1,1,1,2,1,3,2,2,2,2,3,4,2,1,2,2,-1,3,-1,3
890,1,1,20,9,1,1,1,1,1,99,2,7,1,2,1,2,2,1,4,1,1,1,3,1,3,2,1,3,1,2,2
891,1,1,36,13,1,2,1,1,2,5,3,5,1,2,-8,1,1,1,3,1,3,2,3,1,3,1,1,3,2,2,2
892,2,1,28,9,1,1,2,1,2,99,3,5,-2,-2,-8,1,3,1,4,2,1,2,3,1,2,1,1,3,1,2,4
893,2,1,47,11,1,1,1,2,3,99,3,5,-2,-2,1,1,3,1,4,2,3,2,1,1,1,1,1,3,1,2,2
894,1,1,47,16,1,2,1,1,1,3,3,3,1,1,2,1,1,2,2,3,1,3,3,2,1,2,1,2,2,-1,1
895,1,1,37,12,2,1,1,2,3,4,3,5,-2,-2,1,2,3,2,3,3,1,2,3,1,1,1,1,1,2,-1,3
896,1,1,51,13,2,3,2,1,3,5,2,6,1,2,2,1,3,-8,3,3,2,3,4,2,1,1,2,-1,2,-1,2
897,2,1,68,16,1,4,1,1,2,2,1,1,1,1,2,1,1,2,3,2,2,1,4,2,1,2,2,-1,3,-1,2
898,2,1,37,10,1,2,1,1,2,5,2,7,1,2,1,1,2,1,3,3,1,2,3,1,3,1,1,3,1,2,2
899,2,2,53,6,1,3,1,1,1,7,1,1,1,1,2,1,3,2,4,1,2,3,3,2,3,2,1,2,1,-1,1
900,2,1,32,13,2,3,1,1,2,3,1,2,1,1,2,1,1,1,2,3,2,1,2,2,1,2,2,-1,3,-1,1
901,1,2,53,8,1,1,2,1,4,-8,3,3,0,-2,2,2,2,2,5,2,3,1,3,1,1,1,2,-1,1,-1,5
902,1,1,67,14,1,2,1,1,1,4,1,2,1,1,2,1,3,2,2,3,2,1,4,2,1,2,1,2,3,-1,2
903,2,-2,65,11,2,4,1,1,1,1,3,3,1,1,2,1,1,2,1,2,2,1,4,-9,1,2,2,-1,3,-1,1
904,1,1,-9,14,2,1,1,1,2,6,3,5,1,2,1,2,3,1,4,1,1,2,3,1,2,2,1,2,2,-1,3
905,1,1,83,13,1,1,1,1,1,6,2,6,1,2,-8,1,2,1,4,1,2,2,3,1,2,1,1,3,2,1,2
906,2,5,53,9,1,1,1,1,2,99,1,1,1,1,2,1,3,2,2,3,2,3,4,2,1,1,1,2,2,-1,1
907,2,1,41,9,2,1,1,1,3,99,3,4,-2,-2,2,1,3,2,4,2,2,2,4,1,1,2,1,2,2,-1,3
908,2,1,36,10,1,1,1,1,2,99,3,3,1,3,-8,1,3,2,3,1,2,2,3,1,1,1,1,3,2,-1,2
909,2,5,23,9,2,4,1,1,2,99,0,3,-2,-2,2,-8,3,-8,3,2,2,3,3,2,3,-8,1,1,1,-1,2
910,1,1,55,12,2,2,1,1,2,6,5,5,1,-8,2,1,2,1,3,2,2,2,2,1,1,1,2,-1,3,-1,2
911,2,2,54,10,1,4,2,1,3,4,1,1,1,1,1,1,2,2,4,1,2,2,3,2,2,2,1,3,1,-1,3
912,1,1,47,10,2,1,1,1,3,4,3,3,1,1,2,1,1,1,3,3,2,2,3,2,2,1,1,1,2,-1,3
913,1,1,80,14,1,2,1,1,1,4,1,1,1,1,2,1,3,1,3,2,2,2,4,2,2,1,1,3,2,2,2
914,2,1,59,9,2,1,1,1,3,99,2,6,1,1,2,1,2,2,2,1,2,3,4,2,2,1,2,-1,2,-1,3
915,1,5,23,12,1,3,1,1,3,2,1,2,1,4,2,1,3,2,2,2,2,1,4,2,1,2,1,1,3,-1,2
916,1,5,63,13,1,1,1,1,1,6,2,6,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,3,1,-1,2
917,1,1,59,11,2,2,1,1,1,6,1,1,-2,-2,1,1,1,2,2,2,1,1,3,1,1,1,2,-1,3,-1,4
918,2,1,82,9,2,1,1,2,3,4,2,6,1,2,-8,1,3,2,3,1,2,-8,4,1,1,2,2,-1,1,-1,4
919,1,1,49,13,1,1,1,1,2,5,3,5,1,2,-8,2,3,2,3,1,1,2,4,1,2,1,1,2,1,-1,1
920,2,1,25,9,2,-6,2,-6,-6,99,2,6,-2,-2,-6,2,3,2,4,3,2,3,4,1,1,1,1,1,2,-1,2
921,2,1,76,7,1,1,1,2,3,99,1,2,1,-9,-8,1,3,2,1,2,2,3,2,-8,1,1,1,2,1,2,2
922,2,1,33,14,2,4,1,1,2,2,1,1,1,1,2,1,1,-8,3,3,2,1,2,2,1,-8,2,-1,3,-1,1
923,1,1,81,9,1,1,1,1,2,6,2,7,1,2,2,1,3,1,4,1,1,2,3,2,1,1,1,2,1,-1,3
924,1,2,62,9,1,1,1,2,2,5,3,4,1,2,-8,1,3,-8,4,1,1,3,4,-8,2,2,1,3,1,1,2
925,2,1,77,9,1,2,1,1,3,99,3,4,1,2,-8,1,3,2,4,2,2,3,2,-8,1,-8,1,2,2,1,1
926,1,1,64,10,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,3,2,1,1,2,-1,3,-1,3
927,2,1,30,13,1,1,1,1,2,5,2,6,1,2,2,2,3,1,4,2,1,2,3,1,2,1,1,2,2,-1,1
928,2,1,62,11,1,1,1,1,1,6,2,7,1,2,2,1,3,1,4,1,1,2,3,1,2,1,1,3,2,-1,2
929,2,1,38,9,-8,2,1,2,4,5,1,2,-2,-2,2,-8,-8,-8,3,1,3,2,-8,-8,-8,-8,1,-8,-8,-1,-8
930,2,1,45,13,1,1,1,1,2,4,3,5,1,3,1,1,1,1,3,2,1,1,2,2,1,1,1,2,2,-1,2
931,2,4,76,8,2,1,1,1,2,4,1,1,-2,-2,2,1,2,1,3,2,2,1,3,2,3,2,1,2,1,-1,2
932,2,1,31,10,1,1,1,1,2,99,3,5,1,2,1,2,1,1,4,2,1,2,3,1,3,1,1,3,1,1,3
933,2,1,42,14,2,4,1,1,1,2,1,1,1,1,2,1,1,1,2,3,2,3,4,2,1,1,2,-1,3,-1,3
934,1,5,23,12,1,1,1,1,1,2,1,1,1,1,2,1,3,2,2,2,2,1,2,2,1,1,1,2,2,-1,1
935,1,5,21,10,1,4,1,1,2,4,5,3,0,-2,1,1,1,1,3,2,2,3,4,2,1,2,1,2,2,1,3
936,1,5,44,13,2,3,1,1,2,2,3,3,1,1,2,1,1,1,3,1,2,3,3,2,1,2,2,-1,3,-1,2
937,2,5,51,12,2,2,1,1,1,5,2,6,1,2,1,1,1,1,4,2,1,2,2,1,1,1,2,-1,3,-1,2
938,2,1,59,13,2,2,1,1,1,2,3,3,1,1,2,1,3,2,2,2,2,3,3,2,1,1,2,-1,2,-1,2
939,2,1,81,10,1,1,1,1,2,4,0,4,1,2,-8,-8,-8,2,4,-8,-8,2,3,2,1,-8,1,3,2,1,3
940,1,3,77,14,2,1,1,1,2,4,2,7,1,-9,-8,1,1,1,4,3,1,2,-8,2,2,1,1,1,1,-1,2
941,2,1,68,10,2,4,1,2,4,99,1,2,1,1,2,1,3,-8,-8,1,2,2,4,1,1,1,1,1,2,-1,1
