,gender,race,age,education,church_goer,patriotism,health_insurance,discuss_politics,political_interest,ideology,pid3,pid7,voted,votechoice,obama_muslim,climate_change,cc_caused_by_man,same_sex_wedding,econ_health,birthright_citizenship,build_wall,affirmative_action,corrupt_government,bathroom_policy,gay_marriage,death_penalty,rel_important,rel_daily_guidance,rel_bible_word,rel_attend_church,happy_life
0,1,1,29,9,1,1,1,1,2,99,2,7,1,2,2,2,3,2,5,3,1,3,1,1,3,1,1,3,1,-1,2
1,1,1,26,13,2,1,1,1,1,5,2,6,1,2,1,1,1,1,3,1,1,2,2,1,3,2,2,-1,3,-1,3
2,1,1,23,9,2,2,1,2,3,99,3,3,-2,-2,1,1,3,2,4,2,2,3,4,1,1,1,2,-1,3,-1,1
3,1,1,58,9,1,1,1,1,2,99,0,5,1,2,2,2,2,1,3,3,3,2,4,1,3,1,1,3,1,2,2
4,2,1,38,9,1,1,1,2,3,4,3,3,1,4,1,1,1,2,4,2,2,2,4,2,2,1,1,3,2,-1,2
5,1,1,60,14,1,1,1,1,1,6,0,5,1,2,-8,-8,2,1,4,1,1,2,2,-8,2,2,1,3,2,1,1
6,1,2,58,5,1,1,1,2,3,99,1,1,1,1,-8,1,3,2,4,3,2,2,2,2,1,1,1,3,2,-1,3
7,2,1,56,9,2,1,1,1,2,5,3,4,1,2,1,2,2,1,4,1,1,2,2,2,1,1,1,3,2,-1,2
8,1,6,45,9,1,1,1,1,2,4,3,5,-2,-2,2,2,3,2,3,2,1,2,4,1,1,1,2,-1,3,-1,2
9,2,1,30,10,1,1,1,1,2,3,3,3,1,3,-8,1,3,2,3,3,2,3,4,1,1,2,1,2,2,-1,1
10,2,1,40,7,2,-6,1,-6,-6,99,3,5,-2,-2,-6,1,3,1,4,3,3,2,3,1,1,1,1,3,2,-1,3
11,2,1,86,10,2,-6,1,-6,-6,2,3,3,-2,-2,-6,1,3,1,3,2,2,2,4,1,2,1,1,1,2,-1,3
12,1,5,30,13,2,1,1,1,1,4,5,5,1,3,2,2,1,2,3,2,2,3,4,-8,1,2,1,1,2,-1,3
13,1,1,67,12,1,1,1,1,2,99,1,2,1,2,1,1,3,1,4,1,1,2,3,1,2,1,1,1,2,-1,2
14,2,1,62,14,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,3,2,2,2
15,1,1,51,9,2,4,1,1,3,99,1,1,-2,-2,2,1,1,2,5,1,2,2,4,1,2,2,1,-8,2,-1,3
16,1,5,46,14,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,-1,3,-1,3
17,1,1,70,13,2,1,1,1,2,6,2,7,1,2,1,1,3,2,4,1,1,2,3,1,1,1,2,-1,3,-1,1
18,2,1,30,14,1,2,1,1,2,3,1,1,1,1,2,1,1,1,2,2,2,3,3,2,1,2,2,-1,2,-1,2
19,2,1,67,10,1,1,1,1,3,99,2,6,1,-2,1,1,3,1,2,3,2,2,4,1,2,1,1,3,1,-1,2
20,2,1,66,9,1,1,1,1,2,5,2,6,1,2,1,2,3,1,4,3,3,2,3,2,1,1,1,3,2,-1,1
21,2,1,32,12,2,1,2,1,2,3,2,6,1,2,2,2,1,1,4,2,1,2,3,2,1,1,2,-1,3,-1,3
22,2,1,56,10,1,1,1,1,2,99,0,5,1,1,2,1,3,2,2,3,2,3,4,1,2,1,2,-1,2,-1,2
23,2,1,65,14,1,1,1,2,3,6,0,5,1,2,2,1,1,1,4,2,2,3,3,-8,2,2,1,2,1,1,2
24,1,6,61,8,2,1,1,1,2,7,3,5,1,2,1,2,2,1,4,2,1,3,2,1,2,-8,1,2,2,-1,2
25,1,4,34,7,1,2,2,1,4,99,3,5,-2,-2,1,-8,3,2,5,2,1,2,1,1,1,2,2,-1,2,-1,1
26,-9,1,68,13,1,1,1,2,3,2,3,4,-2,-2,2,1,2,2,3,2,2,2,4,2,1,1,1,2,2,-1,3
27,2,1,25,9,1,1,1,1,2,99,3,4,1,-9,1,1,3,2,5,2,3,3,2,1,1,1,1,3,2,-1,1
28,1,1,73,14,2,4,1,1,1,2,3,3,1,1,2,1,1,2,2,2,2,1,3,2,1,2,1,1,3,-1,2
29,2,1,67,9,1,1,1,1,2,4,3,4,1,-9,-8,1,1,1,5,1,1,2,2,1,3,1,1,3,1,1,1
30,2,1,35,14,1,2,1,1,2,2,1,2,0,-2,2,2,1,1,2,2,3,2,3,1,1,2,2,-1,2,-1,2
31,1,1,64,13,1,-6,1,-6,-6,6,2,7,-2,-2,-6,2,2,1,4,2,1,2,2,1,2,1,1,3,1,1,1
32,2,1,73,10,1,1,1,1,2,6,2,7,1,2,2,-8,2,1,5,3,1,3,3,-8,2,1,1,3,1,2,2
33,1,1,69,13,1,1,1,1,1,7,3,5,1,2,1,2,3,1,5,1,1,1,2,1,3,1,1,3,1,-1,3
34,2,1,41,13,1,4,1,1,4,4,2,6,0,-2,-8,1,1,2,4,1,1,2,2,1,3,2,1,2,1,2,1
35,1,1,67,16,1,2,1,1,2,2,1,2,1,1,2,1,3,1,2,2,2,2,4,2,1,2,1,1,2,-1,2
36,2,1,59,9,2,-6,2,-6,-6,99,3,3,-2,-2,-6,1,3,2,4,2,1,1,3,1,1,2,1,3,2,-1,4
37,1,1,54,11,1,1,1,1,1,4,2,7,1,2,1,1,3,1,5,1,3,3,2,1,3,1,1,3,1,2,3
38,1,5,48,4,2,1,1,1,1,4,3,3,0,-2,2,2,1,2,3,3,1,3,4,2,1,2,2,-1,1,-1,1
39,2,2,26,10,1,6,1,1,2,2,1,2,1,1,2,1,3,2,3,2,2,1,2,1,1,2,1,2,2,-1,3
40,-9,1,-9,8,1,1,1,1,2,6,3,5,1,2,1,1,3,1,4,2,1,-8,2,-8,1,1,1,2,1,-1,2
41,2,1,25,11,1,2,1,2,2,5,2,7,1,2,2,2,3,1,4,3,3,3,2,1,1,1,1,2,2,-1,1
42,2,2,46,13,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,-1,1
43,1,1,59,11,1,1,2,1,1,6,2,7,1,2,1,2,1,1,5,2,1,2,2,1,2,1,1,2,1,1,4
44,2,1,39,12,1,1,1,1,2,4,3,5,1,2,2,1,2,2,5,1,1,2,2,2,1,1,2,-1,3,-1,3
45,2,1,52,13,1,1,1,1,1,3,1,2,1,1,2,1,1,2,2,2,2,1,4,2,1,1,1,2,1,-1,2
46,2,5,29,13,1,1,2,1,3,6,3,4,-2,-2,2,1,3,1,3,2,2,1,-8,1,1,2,1,3,1,1,3
47,1,1,46,11,1,1,1,1,1,4,3,5,1,2,1,2,3,2,5,1,1,2,2,1,2,1,1,3,1,-1,5
48,1,6,45,95,2,2,1,1,2,2,1,1,0,-2,2,1,3,2,3,1,3,1,1,-9,1,2,2,-1,3,-1,3
49,1,2,64,8,1,-6,2,-6,-6,99,1,2,1,1,-6,1,3,1,4,1,1,1,3,1,3,2,1,2,3,-1,3
50,2,1,43,11,1,-6,2,-6,-6,4,3,3,-2,-2,-6,1,3,-8,3,2,2,2,2,1,1,2,1,1,1,-1,2
51,2,1,61,14,1,1,1,1,2,2,1,1,1,1,2,1,3,1,3,3,1,2,4,1,2,1,1,3,2,-1,2
52,1,1,30,12,2,-6,1,-6,-6,5,2,6,-2,-2,-6,1,2,1,4,1,3,2,2,-8,1,1,2,-1,2,-1,2
53,1,1,55,11,1,1,1,1,2,6,2,6,1,2,2,1,3,1,3,2,1,2,3,1,2,1,1,3,2,-1,3
54,2,1,35,16,2,4,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,3,4,2,1,2,2,-1,3,-1,1
55,2,1,24,12,2,2,2,2,2,3,3,3,0,-2,-8,1,1,1,2,1,1,1,3,2,1,1,2,-1,3,-1,2
56,2,5,85,2,1,4,1,2,4,99,5,5,1,1,2,1,3,2,2,1,2,2,5,2,1,2,2,-1,2,-1,4
57,1,5,61,13,1,2,1,1,2,4,1,1,1,1,2,1,1,-8,3,2,2,1,3,1,2,-8,1,3,1,-1,2
58,2,1,52,13,1,3,1,2,3,2,1,1,1,1,2,1,1,2,3,2,2,3,4,2,2,2,1,3,2,2,2
59,1,1,56,9,2,1,1,1,3,99,3,5,-2,-2,2,1,1,1,3,3,1,3,3,1,1,1,2,-1,2,-1,4
60,1,2,68,10,1,2,1,1,2,2,1,1,1,1,2,-8,-8,2,2,3,3,1,3,-8,1,-8,1,2,2,-1,2
61,2,2,76,10,1,2,1,2,2,99,1,1,1,1,2,1,2,1,4,1,2,1,2,1,1,2,1,3,1,-1,3
62,1,1,31,13,2,1,1,2,4,4,3,5,1,2,-8,1,1,2,5,3,2,3,4,2,1,1,1,1,2,-1,1
63,2,1,19,13,1,1,1,1,3,4,2,6,1,2,2,1,3,2,4,2,2,2,3,1,2,1,1,3,1,1,1
64,2,1,47,9,1,-6,2,-6,-6,99,1,1,-2,-2,-6,1,3,1,4,3,3,1,3,2,1,1,1,3,1,-1,3
65,2,1,68,11,2,-6,1,-6,-6,4,3,3,-2,-2,-6,1,3,2,4,2,2,2,2,1,1,1,2,-1,3,-1,4
66,1,1,57,14,1,4,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,-8,2,-1,1
67,2,1,27,9,2,1,1,2,4,5,3,5,0,-2,1,2,2,1,4,3,2,2,3,1,1,1,1,2,2,-1,2
68,2,1,32,9,2,2,1,1,2,5,3,5,0,-2,1,1,1,2,4,1,3,1,3,1,1,1,2,-1,2,-1,2
69,1,1,45,12,2,4,1,1,1,2,1,1,0,-2,2,1,1,2,2,2,2,1,4,2,1,2,2,-1,3,-1,3
70,2,5,50,7,1,4,1,1,3,99,1,2,1,1,2,1,1,2,3,2,2,3,2,2,1,2,2,-1,1,-1,1
71,2,2,68,14,1,1,1,1,2,2,1,1,1,1,-8,1,3,2,2,2,2,1,3,2,3,2,1,1,2,2,2
72,1,6,60,10,1,1,1,1,1,-8,1,1,1,1,1,1,2,1,4,2,2,3,4,1,2,1,1,2,1,-1,1
73,2,5,36,13,2,4,1,1,2,2,3,3,1,1,1,1,1,2,3,2,2,3,3,2,1,2,2,-1,3,-1,1
74,2,5,27,7,2,2,1,2,3,99,1,2,1,1,2,1,3,2,2,2,3,2,3,1,1,2,2,-1,1,-1,3
75,1,3,-8,9,1,1,1,1,2,4,2,6,0,-2,1,1,1,2,4,2,2,2,4,1,1,1,1,1,1,1,1
76,2,1,46,10,1,2,1,1,1,4,3,5,1,2,1,1,3,2,4,2,1,3,3,2,1,2,1,-9,1,-1,3
77,1,1,35,10,2,3,2,1,2,3,3,3,1,1,2,1,3,1,4,1,2,3,3,2,1,2,1,1,3,-1,3
78,2,1,44,9,2,2,2,2,4,4,3,5,-2,-2,2,1,3,2,5,1,2,2,4,1,1,1,1,3,2,-1,2
79,2,2,78,9,1,1,1,2,4,99,1,2,1,1,2,1,2,2,3,2,2,3,3,2,3,2,1,2,3,-1,3
80,1,1,83,13,1,-6,1,-6,-6,6,3,5,-2,-2,-6,1,3,2,3,2,1,3,3,-8,1,1,1,3,1,1,1
81,2,5,65,12,2,3,1,1,2,4,-9,-9,1,1,2,-8,-8,-8,3,2,2,3,4,2,1,1,1,3,2,-1,3
82,1,1,55,9,1,2,1,1,2,4,1,1,1,1,2,1,1,1,5,2,2,2,1,1,3,1,1,2,2,-1,3
83,2,5,69,13,1,1,1,1,1,99,1,1,1,1,1,2,1,1,4,2,2,1,3,1,1,2,1,3,2,-1,2
84,1,2,55,13,1,4,1,1,1,4,3,3,1,1,2,1,2,2,2,2,2,-9,3,2,1,2,2,-1,-9,-1,3
85,1,1,31,13,1,4,1,1,2,3,0,3,0,-2,2,1,1,2,3,2,2,3,2,2,1,2,2,-1,3,-1,3
86,1,1,68,14,1,2,1,1,2,2,3,3,1,1,2,1,1,1,4,3,3,2,4,2,1,1,1,3,2,-1,1
87,1,1,42,16,1,2,1,1,1,4,3,5,1,2,2,1,3,1,5,1,3,2,2,1,2,1,1,1,2,-1,3
88,2,1,82,9,1,1,1,1,2,6,2,7,1,2,1,1,3,2,5,2,1,1,2,1,1,1,1,2,1,2,3
89,2,1,53,10,1,-6,1,-6,-6,7,2,7,-2,-2,-6,2,3,1,4,1,2,2,3,1,3,1,1,3,1,1,2
90,1,1,65,13,2,-6,1,-6,-6,6,2,7,-2,-2,-6,1,3,1,4,1,1,2,3,-8,2,1,1,2,2,-1,2
91,2,2,42,12,1,4,1,2,4,2,1,2,0,-2,2,1,3,2,3,2,1,1,3,2,2,2,1,2,1,-1,2
92,1,5,48,9,2,-6,1,-6,-6,4,1,2,-2,-2,-6,1,2,2,2,1,1,1,-8,1,1,2,1,1,2,-1,3
93,1,1,30,10,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,4,2,1,1,1,2,1,1,1
94,2,6,23,13,1,1,1,1,2,5,3,5,1,2,2,2,3,1,4,2,3,2,2,1,3,1,1,3,2,2,2
95,1,1,51,9,1,2,1,1,3,5,2,6,1,1,2,1,3,2,3,3,2,3,3,2,1,1,1,2,1,-1,1
96,2,1,31,9,2,-6,1,-6,-6,99,2,7,-2,-2,-6,1,3,2,5,3,1,3,1,2,1,1,1,1,2,-1,1
97,1,5,68,4,1,-6,1,-6,-6,4,1,1,-2,-2,-6,1,1,1,2,3,2,1,-8,1,3,-8,1,3,1,2,2
98,2,1,66,14,1,4,1,1,2,4,0,4,-2,-2,-8,1,3,1,5,3,2,2,3,-8,1,-8,-8,-1,-8,-1,2
99,2,1,29,12,1,1,1,2,4,5,2,6,1,2,1,1,3,1,4,3,3,2,2,1,1,1,1,3,2,1,2
100,2,1,36,13,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,3,4,2,1,2,2,-1,3,-1,1
101,2,1,47,13,2,1,1,1,2,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,-1,2
102,1,1,61,9,2,1,1,1,2,5,3,4,1,1,1,1,1,2,3,1,3,1,3,1,1,1,1,1,1,-1,2
103,2,1,26,13,1,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,3,2,1,-8,2,-1,3,-1,2
104,1,1,88,8,2,1,1,2,-8,99,2,7,0,-2,-8,1,1,1,4,2,2,2,-8,1,3,1,1,3,1,-1,1
105,2,6,83,3,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,3,1,1,3,2,-1,4
106,1,1,51,13,2,3,1,1,1,3,3,3,1,3,2,1,1,2,3,1,2,2,3,2,1,1,2,-1,2,-1,2
107,1,1,36,9,2,3,1,1,3,5,2,6,1,1,2,1,3,2,3,3,2,2,3,2,1,1,2,-1,3,-1,3
108,2,1,68,11,1,4,1,1,3,4,3,3,1,1,1,1,3,2,3,3,2,2,4,-8,1,2,2,-1,3,-1,3
109,1,5,23,9,1,4,2,1,2,4,3,3,-2,-2,2,1,3,1,4,2,2,1,2,1,3,2,1,3,1,-1,1
110,2,1,34,10,1,1,1,1,3,99,3,5,-2,-2,2,1,3,2,4,3,3,3,2,1,1,1,2,-1,3,-1,5
111,2,1,58,10,1,1,1,1,3,4,3,5,1,2,1,1,3,1,4,1,1,3,3,1,2,1,1,3,3,-1,3
112,1,6,69,13,1,1,1,1,1,5,3,5,1,2,2,1,3,1,2,3,2,3,4,2,2,1,1,2,2,-1,4
113,1,5,19,10,2,2,1,2,4,99,3,3,0,-2,2,1,1,2,3,3,2,3,4,2,1,1,1,2,3,-1,4
114,1,5,30,9,1,4,2,1,3,99,1,2,1,1,1,2,1,1,3,2,2,1,4,2,1,2,2,-1,2,-1,2
115,2,1,75,9,2,1,1,1,1,4,5,4,1,2,1,1,1,2,4,1,1,2,1,1,1,1,1,1,2,-1,5
116,1,1,50,9,2,1,1,1,3,4,3,5,1,2,2,1,3,2,4,3,1,2,2,2,1,1,2,-1,2,-1,3
117,1,5,54,13,1,1,1,1,2,99,1,1,1,1,1,1,3,2,3,1,1,3,4,2,1,1,1,2,2,1,2
118,2,1,38,9,1,1,1,2,3,99,1,1,-2,-2,1,1,1,2,2,2,2,2,3,1,1,1,1,2,1,1,2
119,2,1,27,10,2,1,1,1,2,4,2,6,1,2,1,1,3,2,3,3,1,2,2,1,1,1,1,3,2,-1,4
120,2,1,69,11,2,2,1,2,4,99,0,5,1,2,1,-8,3,1,5,2,3,2,2,2,1,1,1,2,2,-1,3
121,2,5,43,11,1,-6,1,-6,-6,5,2,7,-2,-2,-6,2,2,1,3,1,1,2,2,1,1,1,1,3,5,1,2
122,2,3,33,9,2,1,1,2,4,4,3,5,1,3,2,1,2,1,2,3,3,2,2,2,1,1,2,-1,3,-1,1
123,2,1,87,11,1,-6,1,-6,-6,4,0,5,-2,-2,-6,-8,3,1,4,3,2,2,4,2,2,2,1,2,2,2,2
124,1,1,26,9,2,2,1,1,3,6,2,6,-2,-2,1,1,3,1,4,1,1,2,2,1,3,1,1,2,2,-1,2
125,2,5,34,12,1,2,1,1,2,3,2,6,1,5,2,1,1,1,4,3,2,3,3,2,1,1,1,2,2,2,2
126,2,1,33,13,1,4,1,1,1,2,3,3,1,1,2,1,1,2,3,3,2,1,3,2,1,2,2,-1,2,-1,2
127,1,1,57,10,1,2,1,2,3,6,2,6,1,2,2,1,3,1,3,2,1,3,4,1,2,2,1,3,1,2,3
128,1,1,27,11,1,3,1,1,2,4,3,5,1,3,2,1,3,1,2,3,3,3,1,-9,2,1,1,1,2,-1,2
129,2,5,38,9,2,1,1,1,1,5,3,5,1,2,1,1,3,1,4,1,1,2,2,1,2,1,1,3,1,-1,1
130,1,1,81,9,2,1,1,2,4,99,1,1,1,1,1,1,1,2,4,1,1,1,3,-8,1,1,1,1,3,-1,5
131,2,1,51,95,1,1,1,1,3,4,3,3,0,-2,-8,2,3,1,4,2,3,3,3,2,1,1,1,3,2,-1,3
132,2,1,75,9,1,1,1,1,2,4,3,3,1,1,1,1,3,1,4,3,2,2,3,1,2,1,1,3,1,2,3
133,2,1,74,11,1,1,1,1,1,4,2,7,1,2,1,1,2,1,4,2,1,2,1,1,1,-8,1,3,2,-1,2
134,1,1,43,13,2,3,1,1,2,4,3,3,1,1,2,1,1,2,5,2,2,1,3,2,1,2,2,-1,3,-1,1
135,1,1,58,13,1,1,1,1,2,4,1,1,1,1,2,1,1,2,2,3,3,1,4,2,1,2,2,-1,3,-1,2
136,2,1,36,13,2,3,1,1,1,1,3,3,1,3,2,1,1,2,5,2,2,2,3,2,1,1,2,-1,3,-1,4
137,2,1,23,13,1,1,1,1,3,99,2,6,0,-2,1,1,3,2,3,3,2,2,2,2,1,1,1,2,2,1,2
138,2,1,88,10,2,1,1,1,2,7,2,7,0,-2,-8,2,2,1,4,3,1,3,3,2,2,1,1,3,1,-1,2
139,2,1,57,9,1,1,1,1,3,5,3,5,1,2,2,1,2,1,2,2,2,2,3,1,3,1,1,3,1,-1,1
140,2,1,59,14,2,2,1,1,2,2,1,1,1,1,2,1,1,1,3,3,2,3,3,2,1,1,2,-1,3,-1,2
141,2,1,86,14,1,1,1,1,2,6,2,7,1,2,2,2,3,1,4,1,1,-8,3,1,3,2,1,3,1,2,3
142,1,5,57,9,2,-6,1,-6,-6,1,1,1,-2,-2,-6,1,1,2,3,3,2,2,2,1,1,2,1,3,3,-1,3
143,2,1,84,10,1,1,1,1,3,99,0,4,1,2,-8,1,3,1,3,2,1,2,2,-8,-8,-8,1,2,1,1,2
144,1,5,60,7,2,4,2,1,4,5,1,2,-2,-2,2,1,3,2,2,2,2,2,2,2,1,2,1,2,1,-1,3
145,1,1,45,13,2,4,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,-1,3,-1,3
146,1,1,30,9,2,-6,1,-6,-6,4,2,7,-2,-2,-6,2,3,1,2,1,2,2,3,1,2,1,1,1,2,-1,1
147,1,1,78,9,1,-6,1,-6,-6,6,3,4,-2,-2,-6,2,3,1,4,1,1,2,2,1,2,1,1,2,2,2,2
148,2,2,72,13,1,1,1,1,2,5,1,1,1,1,2,1,1,1,4,2,2,1,3,2,3,2,1,3,1,2,1
149,1,1,36,13,2,3,1,1,2,3,3,3,1,1,2,1,3,1,1,1,3,2,4,2,1,-8,-8,-1,2,-1,2
150,1,1,86,4,2,1,1,2,4,5,1,1,1,1,-8,1,3,2,2,2,1,1,3,-8,-8,1,2,-1,1,-1,3
151,-9,1,55,13,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,3,2,1,4,2,1,1,2,-1,-8,-1,1
152,2,1,50,10,1,2,1,1,2,99,3,5,1,3,2,1,3,1,3,1,2,2,4,-8,2,1,2,-1,2,-1,3
153,1,2,68,9,1,3,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,3,1,1,1,1,1,2,-1,2
154,1,1,69,13,2,2,1,1,2,2,1,1,1,1,2,1,3,2,3,3,2,3,4,2,1,2,2,-1,2,-1,3
155,2,1,62,10,1,1,1,1,1,4,3,5,1,2,2,1,2,1,4,2,1,2,2,1,2,1,1,3,2,-1,3
156,1,1,42,11,2,2,1,1,2,4,3,5,-2,-2,2,1,1,2,3,3,1,3,2,1,1,1,1,2,3,-1,3
157,2,6,42,10,2,1,1,1,2,4,1,2,1,2,1,1,1,2,2,3,2,2,2,1,2,1,2,-1,2,-1,3
158,1,1,25,11,1,1,2,1,2,4,3,5,1,3,1,2,2,2,4,2,1,2,3,1,1,1,1,2,3,-1,5
159,1,5,55,11,2,1,1,1,1,6,3,5,1,2,2,1,2,1,4,1,1,2,3,1,2,1,2,-1,2,-1,3
160,2,1,76,14,1,4,1,1,1,2,1,1,1,1,1,1,3,1,2,3,2,1,3,2,2,2,1,3,2,2,2
161,2,1,31,13,2,4,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,-1,3,-1,1
162,1,1,52,8,2,-6,2,-6,-6,99,1,2,-2,-2,-6,2,3,2,5,2,2,1,3,-9,3,1,1,3,1,-1,1
163,1,5,35,13,2,4,1,1,2,2,3,3,1,1,2,1,1,1,4,2,2,1,3,2,1,2,2,-1,3,-1,2
164,1,2,25,9,1,4,1,1,1,6,1,1,1,1,2,1,2,2,2,3,3,2,4,1,1,1,1,2,1,-1,2
165,2,4,34,9,1,1,1,1,1,6,2,7,1,3,-8,1,3,1,4,2,3,2,2,1,1,2,1,3,5,-1,3
166,2,1,38,10,2,3,1,1,2,99,3,4,1,2,-8,1,1,1,3,1,1,2,3,-9,1,1,2,-1,2,-1,5
167,-9,1,73,13,1,1,2,1,1,5,3,5,1,2,-8,1,2,1,3,3,1,2,4,1,2,2,1,3,2,2,3
168,2,1,52,14,1,1,1,1,2,4,1,2,1,1,2,1,1,2,2,2,2,1,4,1,2,2,1,3,1,2,2
169,2,1,66,10,1,-6,1,-6,-6,4,2,7,-2,-2,-6,1,3,1,4,2,1,2,4,2,1,1,1,3,2,-1,2
170,2,1,65,10,2,2,1,1,-9,4,1,2,1,1,-9,1,3,2,4,3,2,1,4,2,1,1,2,-1,1,-1,4
171,2,1,45,13,1,1,1,1,2,5,2,7,1,2,1,2,3,1,5,3,3,2,2,-8,2,1,1,2,2,-1,2
172,1,1,59,12,1,2,2,1,2,99,2,7,1,2,1,1,3,2,4,3,1,3,4,-8,3,1,2,-1,3,-1,2
173,1,5,25,10,1,4,1,1,3,99,3,5,-2,-2,1,1,1,1,4,2,2,3,2,1,2,1,1,2,2,-1,2
174,2,1,37,14,2,3,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,-1,3,-1,2
175,2,1,66,9,2,1,1,1,2,99,1,1,1,1,2,1,3,2,2,2,2,3,2,1,1,2,1,3,1,-1,1
176,1,1,74,13,1,1,1,1,2,6,2,7,1,2,2,2,3,1,3,3,3,2,2,1,3,2,1,3,1,2,2
177,1,3,28,13,1,-6,1,-6,-6,4,0,4,-2,-2,-6,1,1,2,2,2,2,1,3,1,1,1,1,1,3,-1,1
178,2,2,57,9,1,1,1,1,1,4,1,1,1,1,2,1,2,2,2,2,1,1,3,1,1,2,1,1,1,-1,3
179,1,1,27,9,1,-6,1,-6,-6,99,0,4,-2,-2,-6,1,3,1,4,3,1,2,4,1,3,1,1,2,1,-1,2
180,1,1,24,12,2,4,1,1,2,3,1,2,1,2,1,2,3,1,4,3,2,3,4,2,1,1,2,-1,2,-1,2
181,1,1,23,10,1,1,1,2,2,99,-8,5,0,-2,2,1,3,2,4,1,1,1,4,2,1,2,1,3,1,-1,3
182,1,1,43,13,2,1,1,1,2,3,3,3,1,2,1,2,1,1,3,1,1,2,3,1,2,2,2,-1,3,-1,3
183,2,1,58,13,1,2,1,1,2,4,3,5,1,2,2,1,1,2,4,3,2,2,3,2,1,1,1,2,2,-1,2
184,2,2,42,9,1,1,2,1,2,99,1,1,0,-2,-8,1,2,2,5,1,2,1,2,1,2,2,1,2,1,-1,5
185,2,4,57,10,2,1,1,1,4,4,1,2,1,1,1,1,3,2,4,3,2,2,3,2,2,1,1,2,2,-1,3
186,2,6,30,4,1,4,2,1,1,5,0,3,1,1,1,2,2,2,2,2,-8,2,4,1,3,2,1,3,2,-1,4
187,1,2,69,8,1,-6,1,-6,-6,99,1,2,-2,-2,-6,1,3,2,2,2,2,1,4,2,1,1,1,1,1,-1,2
188,2,1,87,9,1,1,1,1,2,4,2,6,1,2,1,1,2,2,4,3,1,1,4,2,1,1,1,1,1,1,2
189,1,1,56,12,1,2,1,1,1,6,2,7,1,2,2,1,3,1,4,2,1,2,4,2,2,1,2,-1,2,-1,4
190,1,6,18,9,2,-6,-8,-6,-6,99,2,6,-2,-2,-6,1,3,2,5,2,2,3,2,1,1,2,2,-1,2,-1,5
191,1,1,23,12,2,1,1,1,2,6,2,6,0,-2,2,1,1,1,4,2,1,2,3,2,1,1,2,-1,3,-1,2
192,1,5,71,12,1,1,1,1,1,6,2,6,1,-2,2,1,3,2,4,2,1,1,3,1,2,1,1,2,2,1,2
193,2,1,19,9,1,4,1,1,1,2,1,1,1,1,2,1,1,1,3,2,2,3,4,2,1,2,2,-1,3,-1,2
194,1,1,44,9,1,2,1,1,2,4,3,3,0,-2,1,1,3,2,3,3,2,3,4,2,2,1,2,-1,2,-1,3
195,2,1,21,11,2,3,2,2,3,4,3,4,-2,-2,2,1,1,2,3,2,2,2,3,2,1,1,2,-1,2,-1,3
196,1,1,67,10,2,2,1,1,3,99,3,3,0,-2,2,1,1,1,4,3,2,2,3,1,2,1,1,2,2,-1,3
197,2,5,23,7,1,4,1,1,3,3,3,5,0,-2,1,1,3,2,3,3,1,2,3,2,1,1,1,1,1,-1,4
198,2,6,41,13,2,2,1,1,2,3,1,1,0,-2,2,1,1,1,2,2,2,1,4,2,1,2,2,-1,2,-1,3
199,1,1,49,12,1,-6,1,-6,-6,99,2,7,-2,-2,-6,1,3,1,4,2,2,2,-8,1,3,1,1,1,1,-1,2
200,2,1,78,7,1,1,1,1,1,7,2,7,1,2,1,1,3,1,4,2,1,2,2,1,3,1,1,3,1,2,1
201,2,5,74,13,1,1,1,2,1,6,2,7,-2,-2,1,2,3,1,5,1,1,2,2,1,3,1,1,2,1,-1,2
202,2,1,40,10,1,-6,1,-6,-6,4,3,4,-2,-2,-6,1,3,2,4,3,3,1,4,2,1,1,1,1,2,-1,3
203,1,1,53,13,2,1,1,1,1,6,3,5,1,3,2,1,1,2,2,2,2,2,3,2,1,1,2,-1,3,-1,1
204,1,1,63,12,1,3,1,1,1,7,2,6,1,2,2,1,2,1,5,1,1,1,3,2,3,1,1,3,1,2,1
205,2,1,65,11,1,1,1,1,1,6,2,7,1,2,2,1,3,1,4,3,1,2,2,1,2,2,1,3,1,1,2
206,2,1,64,13,1,1,1,2,2,4,2,6,1,2,2,1,3,1,4,1,3,3,4,2,2,1,1,3,2,-1,3
